plant_id_eia,boiler_id,prime_mover_code
10244,7,ST
10244,6,ST
10244,2,ST
10244,1,ST
10234,5,ST
10234,4,ST
10234,3,ST
10234,2,ST
10234,1,ST
10233,RB,ST
10233,PB,ST
10224,BLR11,
10224,BLR 9,ST
10224,BLR 8,
10224,BLR 7,
10224,BLR 5,ST
10224,BLR 3,ST
10224,BLR 10,ST
10216,RB1,ST
10216,PB1,ST
10213,HRSG7,CA
10213,HRSG5,CA
10213,HRSG2,CA
10213,HRSG1,CA
10213,GEN7,CT
10213,GEN5,CT
10213,GEN2,CT
10213,GEN1,CT
10211,213,
10211,212,
10211,211,
10208,9,ST
10208,8,ST
10208,7,ST
10208,11,ST
10208,10,ST
10202,7PWR,ST
10202,5REC,ST
10202,5PWR,ST
10202,4REC,ST
10190,HRSG-1,CA
10190,GEN1,CT
10187,COBOIL,
10184,EG2,CT
10184,EG1,CT
10169,HRSG1,CA
10169,GEN1,CT
10156,HRSG1,CA
10156,GEN4,CT
10151,BLR1B,ST
10151,BLR1A,ST
10148,BLR 2,
10148,BLR 1,ST
10144,BLR3,ST
10144,BLR2,
10143,ABB01,ST
10118,3,ST
10118,2,ST
10118,1,ST
10113,CFB2,ST
10113,CFB1,ST
10099,HRSG1,CA
10099,GEN1,CT
10091,GEN1,CT
10091,G3,CT
10091,G2,CT
10090,SMB001,ST
10075,3,
10075,2,ST
10075,1,ST
10074,RECBOI,
10072,WHBOIL,ST
10062,BLR4,ST
10062,BLR3,ST
10062,BLR2,ST
10062,BLR1,ST
10061,GEN1,CT
10052,BLR1,ST
10043,B01,ST
10034,HRSG1,CA
10034,GEN1,CT
10033,13,ST
10033,12,ST
10033,11,ST
10030,KD-1,CT
10030,DOVCC1,CA
10030,COGEN1,
10029,5,ST
10029,3,ST
10029,2,ST
10029,1,ST
10025,PB4,ST
10025,PB3,ST
10025,PB2,ST
10025,PB1,ST
10025,48,
10025,47,
10025,46,
10025,45,ST
10025,44,ST
10025,43,ST
10025,42,ST
10025,41,ST
10025,15,
10025,14,
10025,13,
10017,RF05,ST
10017,RF04,ST
10017,PB10,ST
10017,PB08,ST
10017,PB06,
10013,2,ST
10013,1,ST
10012,2,ST
10012,1,ST
10003,BLR5,ST
10003,BLR4,ST
10003,BLR3,
10003,BLR2,ST
10003,BLR1,ST
9864,8,
9864,7,
9864,6,
9864,5,
8907,NSS3,
8906,50,ST
8906,40,ST
8906,30,ST
8906,20,ST
8226,1,ST
8224,2,ST
8224,1,ST
8223,4,ST
8223,3,ST
8223,2,ST
8223,1,ST
8222,B1,ST
8219,1,ST
8102,2,ST
8102,1,ST
8083,ST7,CA
8083,CT5,CT
8083,CT4,CT
8073,6,
8073,5,
8073,4,
8073,3,
8073,2,
8073,1,
8069,2,ST
8069,1,ST
8068,ST6A,CT
8068,ST5B,CT
8068,ST5A,CT
8068,ST4,CS
8068,ST3,CS
8068,ST2,CS
8068,ST1,CS
8068,6A,CA
8068,5B,CA
8068,5A,CA
8068,4,
8068,3,
8068,2,
8068,1,
8066,BW74,ST
8066,BW73,ST
8066,BW72,ST
8066,BW71,ST
8063,1,
8059,7252,CA
8059,7251,CA
8056,2,ST
8056,1,ST
8055,NSS2,
8055,NSS1,
8054,1,ST
8048,2,ST
8048,1,ST
8042,2,ST
8042,1,ST
8036,NSS1,
8031,2,CA
8031,12,CT
8031,11,CT
8031,1,CA
8023,2,ST
8023,1,ST
8011,NSS1,
8006,2,ST
8006,1,ST
8002,1,ST
8000,SG2,CA
8000,SG1,CA
8000,CT2,CT
8000,CT1,CT
7999,HRSG2,CA
7999,HRSG1,CA
7999,CT2,CT
7999,CT1,CT
7991,HRSG2,CA
7991,HRSG1,CA
7991,CT2,CT
7991,1,CT
7985,HRSG2,CA
7985,HRSG1,CA
7985,GT2,CT
7985,GT1,CT
7946,HRSG2,CA
7946,HRSG1,CA
7946,CT2,CT
7946,CT1,CT
7931,SG02,CA
7931,1,CT
7917,8B,CA
7917,8A,CA
7917,2,CT
7917,1,CT
7902,1,ST
7900,5A,
7897,CT2B,CT
7897,CT2A,CT
7897,CT1B,CT
7897,CT1A,CT
7897,2B,CA
7897,2A,CA
7897,1B,CA
7897,1A,CA
7887,HRSG3,CA
7887,HRSG2,CA
7887,3,CT
7887,2,CT
7873,2D,
7873,2C,
7873,2B,
7873,2A,
7873,1C,
7873,1B,
7873,1A,
7870,HRSG1,CA
7870,CTG3,CT
7870,CTG2,CT
7870,CTG1,CT
7846,HRSG3,CA
7846,HRSG2,CA
7846,003,CT
7846,002,CT
7845,HRSG,CA
7845,CTG2,CT
7845,CTG1,CT
7834,CT1B,CT
7834,CT1A,CT
7834,1B,CA
7834,1A,CA
7832,9,
7832,8,CT
7832,7,CT
7826,5,
7826,4,
7805,ST5,CA
7805,9,CT
7805,8,CT
7805,7,CT
7805,4,CA
7805,10,CT
7790,1-1,ST
7784,HRSG,CA
7784,1,CT
7757,5,CT
7757,4,
7757,3,CA
7757,2,
7757,1,
7737,RB01,ST
7737,B001,ST
7722,NSS2,
7722,NSS1,
7721,HRSG,CA
7721,1,CT
7710,CT3B,CT
7710,CT3A,CT
7710,CT2B,CT
7710,CT2A,CT
7710,CT1B,CT
7710,CT1A,CT
7710,3B,CA
7710,3A,CA
7710,2B,CA
7710,2A,CA
7710,1B,CA
7710,1A,CA
7701,5,ST
7701,4,ST
7701,3,
7699,CT1,CT
7699,1,CA
7698,HRSG1,CA
7698,1,CT
7697,1,
7627,14,
7605,1,CS
7604,HRSG2,CS
7604,HRSG1,CS
7552,HRSG,CA
7552,CCCT,CT
7551,HRSGB,CA
7551,HRSGA,CA
7551,CT1B,CT
7551,CT1A,CT
7549,3,ST
7549,2,ST
7549,1,ST
7546,HRSG1,CA
7546,3,CT
7537,B,
7537,A,
7527,HRSG,CA
7527,CCCT,CT
7513,BOIL1,ST
7512,2,
7512,1,
7504,2,ST
7380,HRSG2,CA
7380,HRSG1,CA
7380,CT2,CT
7380,CT1,CT
7350,SG01,CA
7350,1,CT
7343,4,ST
7314,NA1,CT
7314,EIA01,CA
7307,6,CT
7307,5,CT
7307,4HRSG,CA
7302,4GT2,CT
7302,4GT,CT
7302,4B,CA
7302,4A,CA
7302,3GT2,CT
7302,3GT,CT
7302,3B,CA
7302,3A,CA
7302,2GT2,CT
7302,2GT,CT
7302,2B,CA
7302,2A,CA
7302,1GT2,CT
7302,1GT,CT
7302,1B,CA
7302,1A,CA
7296,HRSG22,CA
7296,HRSG21,CA
7296,2-2,CT
7296,2-1,CT
7294,GTG,CT
7286,4,
7286,3,
7286,2,
7286,1,
7266,Unit2,CA
7266,3,CT
7242,2D,ST
7242,2C,ST
7242,2B,ST
7242,2A,ST
7242,1CT,CT
7242,1A,CA
7238,MS4,CA
7238,MS3B,CA
7238,MS2B,CA
7238,4,CT
7238,3,CT
7238,2,CT
7213,2,ST
7213,1,ST
7210,COP1,ST
7153,HRSG7,CA
7153,HRSG6,CA
7153,HRSG5,CA
7153,HRSG3,CA
7153,HRSG2,CA
7153,HRSG1,CA
7153,HR7,CT
7153,HR6,CT
7153,HR5,CT
7153,HR3,CT
7153,HR2,CT
7153,HR1,CT
7130,1,ST
7097,BLR2,ST
7097,BLR1,ST
7082,HRSG6,CA
7082,HRSG5,CA
7082,6,CT
7082,5,CT
7030,U2,ST
7030,U1,ST
7013,4,ST
6823,W1,ST
6772,1,ST
6768,1,ST
6761,101,ST
6705,4,ST
6705,3,ST
6705,2,ST
6705,1,ST
6664,101,ST
6648,4,ST
6641,2,ST
6641,1,ST
6639,G2,ST
6639,G1,ST
6559,9,CT
6559,7GB,CA
6559,7,CT
6559,5B,CA
6559,10,CT
6558,4,ST
6558,3,ST
6504,M19,CA
6504,M17,CA
6504,M16,CA
6504,M14,CA
6504,19,CT
6504,17,CT
6504,16,CT
6504,14,CT
6481,2SGA,ST
6481,1SGA,ST
6478,4,
6478,3,
6474,1,ST
6469,B2,ST
6469,B1,ST
6462,NSS1,
6358,HRSG1,CA
6358,2,CT
6288,2,ST
6288,1,ST
6285,HRSG1,CA
6285,GT3,CT
6264,1,ST
6257,4,ST
6257,3,ST
6257,2,ST
6257,1,ST
6254,1,ST
6251,NSS2,
6251,NSS1,
6250,1B,ST
6250,1A,ST
6249,4,ST
6249,3,ST
6249,2,ST
6249,1,ST
6248,1,ST
6246,HRSG22,
6246,HRSG21,
6246,HRSG12,
6246,HRSG11,
6243,1,ST
6238,1A,
6213,2SG1,ST
6213,1SG1,ST
6204,3,ST
6204,2,ST
6204,1,ST
6195,2,ST
6195,1,ST
6194,172B,ST
6194,171B,ST
6193,063B,ST
6193,062B,ST
6193,061B,ST
6190,3-2,ST
6190,3-1,ST
6190,2,ST
6190,1,ST
6183,SM-1,ST
6181,2,ST
6181,1,ST
6180,2,ST
6180,1,ST
6179,3,ST
6179,2,ST
6179,1,ST
6178,1,ST
6177,U2B,ST
6177,U1B,ST
6170,2,ST
6170,1,ST
6168,NSS2,
6168,NSS1,
6166,MB2,ST
6166,MB1,ST
6166,2,ST
6166,1,ST
6165,3,ST
6165,2,ST
6165,1,ST
6156,NHB1,ST
6155,2,ST
6155,1,ST
6153,NSS1,
6152,NSS2,
6152,NSS1,
6149,NSS1,
6147,3,ST
6147,2,ST
6147,1,ST
6146,3,ST
6146,2,ST
6146,1,ST
6145,NSS2,
6145,NSS1,
6139,3,ST
6139,2,ST
6139,1,ST
6138,1,ST
6137,2,ST
6137,1,ST
6136,1,ST
6127,NSS3,
6127,NSS2,
6127,NSS1,
6124,1,ST
6122,NSS1,
6118,NSS1,
6115,NSS1,
6113,5,ST
6113,4,ST
6113,3,ST
6113,2,ST
6113,1,ST
6112,4,
6112,3,
6112,2,
6110,NSS1,
6106,1SG,ST
6105,NSS2,
6105,NSS1,
6103,NSS2,
6103,NSS1,
6101,BW91,ST
6099,NSS2,
6099,NSS1,
6098,1,ST
6096,2,ST
6096,1,ST
6095,2,ST
6095,1,ST
6094,3,ST
6094,2,ST
6094,1,ST
6090,3,ST
6090,2,ST
6090,1,ST
6089,B1,ST
6085,18,ST
6085,17,ST
6085,15,ST
6085,14,ST
6082,1,ST
6081,CT3,CT
6081,CT2,CT
6081,CT1,CT
6081,CA1,
6081,1C,CA
6081,1B,CA
6081,1A,CA
6077,2,ST
6077,1,ST
6076,4,ST
6076,3,ST
6076,2,ST
6076,1,ST
6073,4CT,CT
6073,4B,CA
6073,4A,CA
6073,4,CT
6073,3CT,CT
6073,3B,CA
6073,3A,CA
6073,3,CT
6073,2,ST
6073,1,ST
6072,NSS1,
6071,2,ST
6071,1,ST
6068,3,ST
6068,2,ST
6068,1,ST
6065,2,ST
6065,1,ST
6064,N1,ST
6061,2,ST
6061,1,ST
6056,K4,ST
6056,K3,ST
6056,K2,ST
6056,K1,ST
6055,2B3,ST
6055,2B2,ST
6055,2B1,ST
6052,2,ST
6052,1,ST
6051,NSS2,
6051,NSS1,
6045,NSS2,
6045,NSS1,
6043,PMR8D,CA
6043,PMR8C,CA
6043,PMR8B,CA
6043,PMR8A,CA
6043,PMR4,CA
6043,PMR3,CA
6043,PMR2,ST
6043,PMR1,ST
6043,8D,CT
6043,8C,CT
6043,8B,CT
6043,8A,CT
6043,4GT2,CT
6043,4GT1,CT
6043,3GT2,CT
6043,3GT1,CT
6042,PMT2,ST
6042,PMT1,ST
6042,D,CT
6042,C,CT
6042,B,CT
6042,A,CT
6042,3D,CA
6042,3C,CA
6042,3B,CA
6042,3A,CA
6041,4,ST
6041,3,ST
6041,2,ST
6041,1,ST
6040,NSS2,
6040,NSS1,
6038,NSS2,
6038,NSS1,
6036,NSS2,
6036,NSS1,
6035,1,ST
6034,2,ST
6034,1,ST
6031,2,ST
6030,2,ST
6030,1,ST
6026,NSS2,
6026,NSS1,
6023,NSS2,
6023,NSS1,
6022,NSS2,
6022,NSS1,
6021,C3,ST
6021,C2,ST
6021,C1,ST
6020,NSS1,
6019,1,ST
6018,2,ST
6017,2,ST
6017,1,ST
6016,1,ST
6015,NSS1,
6014,NSS2,
6014,NSS1,
6013,02,ST
6013,01,ST
6011,NSS2,
6011,NSS1,
6009,2,ST
6009,1,ST
6008,NSS3,
6008,NSS2,
6008,NSS1,
6004,2,ST
6004,1,ST
6002,4,ST
6002,3,ST
6002,2,ST
6002,1,ST
6001,NSS2,
6001,NSS1,
6000,NSS2,
6000,NSS1,
4941,3,ST
4941,2,ST
4941,1,ST
4940,1502,ST
4940,1501,ST
4939,4,
4939,3,
4939,2,
4939,1,ST
4937,CT-2,
4937,CT-1,
4937,1,
4271,B1,ST
4270,NSS3,
4266,5,ST
4266,4,ST
4266,3,
4266,2,
4266,1,
4259,1,ST
4195,3,ST
4195,2,ST
4195,1,ST
4162,3,ST
4162,2,ST
4162,1,ST
4158,BW44,ST
4158,BW43,ST
4158,BW42,ST
4158,BW41,ST
4151,3,
4151,2,
4151,1,
4150,5,
4143,1,ST
4140,B5,
4140,B4,
4140,B3,
4140,B2,
4140,B1,
4125,9,ST
4125,8,ST
4125,7,
4125,6,
4125,5,
4078,4,ST
4078,3,ST
4078,2,ST
4078,1,
4072,8,ST
4072,7,ST
4072,6,
4072,5,
4072,4,
4072,3,
4057,2,
4057,1,
4054,2,
4054,1,
4050,5,ST
4050,4,ST
4050,3,ST
4048,4,
4048,3,
4046,NSS2,
4046,NSS1,
4042,4,ST
4042,3,ST
4042,2,ST
4042,1,ST
4041,8,ST
4041,7,ST
4041,6,ST
4041,5,ST
4040,BO22,CA
4040,BO21,CA
4040,BO12,CA
4040,BO11,CA
4040,2CT2,CT
4040,2CT1,CT
4040,1CT2,CT
4040,1CT1,CT
4005,2,ST
4005,1,ST
3992,9,ST
3992,8,ST
3992,7,
3992,6,
3992,5,
3992,3,
3992,2,
3992,11,
3992,1,
3982,5,ST
3982,2,ST
3982,1,ST
3954,3,ST
3954,2,ST
3954,1,ST
3948,EIA00E,ST
3948,EIA001,ST
3948,2,ST
3948,1,ST
3947,3,
3947,2,
3947,1,
3946,2,
3946,1,
3945,8,
3945,7,
3944,3,ST
3944,2,ST
3944,1,ST
3943,2,ST
3943,1,ST
3942,3,
3942,2,
3942,1,
3938,51,
3938,41,
3938,31,
3938,21,
3938,11,
3936,2,ST
3936,1,ST
3935,3,ST
3935,2,ST
3935,1,ST
3920,2,
3920,1,
3845,BW22,ST
3845,BW21,ST
3845,60,
3845,50,
3845,40,
3845,30,
3809,3,ST
3809,2,ST
3809,1,ST
3806,NSS2,
3806,NSS1,
3804,6B,
3804,6A,
3804,5,ST
3804,4,ST
3804,3,ST
3803,4,
3803,3,
3803,2,
3803,1,
3797,CT8,
3797,CT7,
3797,6,ST
3797,5,ST
3797,4,ST
3797,3,ST
3796,4,ST
3796,3,ST
3776,6,
3776,52,
3776,51,
3775,3,ST
3775,2,ST
3775,1,ST
3648,3,ST
3648,2,ST
3648,1,ST
3644,2,
3644,1,
3631,HRSG9,CA
3631,HRSG8,CA
3631,HRSG7,CA
3631,9,CT
3631,8,CT
3631,7,CT
3631,3,
3630,3,ST
3630,2,ST
3630,1,ST
3628,3,ST
3628,2,ST
3628,1,ST
3627,3,
3627,2,
3627,1,
3613,4,
3613,3,
3613,2,
3613,1,
3612,3,ST
3612,2,ST
3612,1,ST
3611,2,ST
3611,1,ST
3609,4,
3609,3,
3604,8,
3604,7,CA
3604,6A,CA
3604,5,
3604,4,
3602,2,ST
3602,1,ST
3601,3,ST
3601,2,ST
3601,1,ST
3576,CE1,ST
3576,BW3,ST
3576,BW2,ST
3574,BW5,
3561,6,
3561,5,
3561,4,
3561,3,
3559,SR5,ST
3559,HRSG9,CA
3559,9,CT
3549,4,
3549,3,
3549,2,
3549,1,
3548,2,ST
3548,1,ST
3507,9,ST
3504,2,ST
3504,1,ST
3502,2,
3502,1,
3497,2,ST
3497,1,ST
3494,6,ST
3494,5,ST
3492,6,
3492,5,
3491,5,ST
3491,4,ST
3491,3,ST
3491,2,
3491,1B,
3491,1A,
3490,2,ST
3490,1,ST
3489,3,
3489,2,
3489,1,
3485,114B,ST
3485,113B,ST
3485,112B,ST
3485,111B,ST
3484,143B,ST
3484,142B,ST
3484,141B,ST
3483,3,
3482,152B,ST
3482,151B,ST
3478,3,ST
3478,2,ST
3478,1,ST
3477,1,ST
3476,5,ST
3476,4,ST
3476,3,ST
3476,2,ST
3471,WEB3,
3470,WAP8,ST
3470,WAP7,ST
3470,WAP6,ST
3470,WAP5,ST
3470,WAP4,ST
3470,WAP3,ST
3470,WAP2,ST
3470,WAP1,ST
3469,THWB44,CA
3469,THWB43,CA
3469,THWB42,CA
3469,THWB41,CA
3469,THWB34,CA
3469,THWB33,CA
3469,THWB32,CA
3469,THWB31,CA
3469,THW2,
3469,44,CT
3469,43,CT
3469,42,CT
3469,41,CT
3469,34,CT
3469,33,CT
3469,32,CT
3469,31,CT
3468,SRB4,
3468,SRB3,
3468,SRB2,
3468,SRB1,
3466,PHR4,
3466,PHR3,
3466,PHR2,
3466,PHR1,
3464,GBY5,ST
3460,CBY3,
3460,CBY2,ST
3460,CBY1,ST
3459,5,ST
3459,4,ST
3459,3,ST
3459,2,ST
3459,1,ST
3457,2,ST
3457,1,ST
3456,HRSG4,CA
3456,HRSG3,CA
3456,HRSG2,CA
3456,HRSG1,CA
3456,CT2,CT
3456,CT1,CT
3456,5CT2,CT
3456,5CT1,CT
3456,3,ST
3456,2,ST
3456,1,ST
3454,3,
3454,2,
3454,1,
3453,8,ST
3453,7,ST
3453,6,ST
3453,3A,
3453,2,
3452,2,ST
3452,1,ST
3443,HRSG9,CA
3443,8,
3443,7,CT
3443,6,
3441,9,
3441,8,
3441,7,
3441,6,
3441,5,
3439,3,
3439,2,
3439,1,
3419,D,
3419,C,
3419,B,
3419,A,
3407,9,ST
3407,8,ST
3407,7,ST
3407,6,ST
3407,5,ST
3407,4,ST
3407,3,ST
3407,2,ST
3407,1,ST
3406,9,ST
3406,8,ST
3406,7,ST
3406,6,ST
3406,5,ST
3406,4,ST
3406,3,ST
3406,2,ST
3406,10,
3406,1,ST
3405,HRSG1,CA
3405,CTG3,CT
3405,CTG2,CT
3405,CTG1,CT
3405,4,
3405,3,
3405,2,
3405,1,
3403,4,ST
3403,3,ST
3403,2,ST
3403,1,ST
3399,2,ST
3399,1,ST
3396,1,ST
3393,HRSG2,
3393,HRSG1,
3393,3,ST
3393,2,ST
3393,1,ST
3325,1,
3319,4,
3319,3,
3319,2,
3319,1,
3317,2,
3317,1,
3298,WIL1,ST
3297,WAT2,ST
3297,WAT1,ST
3295,URQ3,ST
3295,HRSG6,CA
3295,HRSG5,CA
3295,CT2,CT
3295,CT1,CT
3287,MCM2,ST
3287,MCM1,ST
3280,CAN3,
3280,CAN2,
3280,CAN1,
3265,NSS3,
3265,NSS2,
3265,NSS1,
3264,HRSG2,
3264,HRSG1,
3264,3,ST
3264,2,
3264,1,
3251,NSS2,
3251,1,
3236,HRSG11,CA
3236,HRSG10,CA
3236,HRSG09,CA
3236,GE9A,CT
3236,G11A,CT
3236,G10A,CT
3182,77,
3181,33,
3181,3,
3181,2,
3181,1,
3179,3,
3179,2,
3179,1,
3178,2,
3178,1,
3176,HRSG 6,CA
3176,HRSG 5,CA
3176,6,CT
3176,5,CT
3169,1,
3166,NSS3,
3166,NSS2,
3161,4,ST
3161,3,ST
3161,2,
3161,1,
3159,2,
3159,1,
3152,4,
3152,3,
3152,2B,
3152,2A,
3152,1B,
3152,1A,
3149,2,ST
3149,1,ST
3148,4,ST
3148,3,ST
3148,2,
3148,1,
3140,3,ST
3140,2,ST
3140,1,ST
3138,5,ST
3138,4,ST
3138,3,ST
3136,2,ST
3136,1,ST
3131,4,ST
3131,3,ST
3131,2,ST
3131,1,ST
3130,2,ST
3130,1,ST
3122,3,ST
3122,2,ST
3122,1,ST
3118,2,ST
3118,1,ST
3115,3,
3115,2,
3115,1,
3113,2,
3113,1,
3098,4,
3098,3,
3098,2,
3098,1,
3096,HRSG3,CA
3096,HRSG2B,CA
3096,HRSG2A,CA
3096,3,CT
3096,2B,CT
3096,2A,CT
3008,3,ST
3008,2,ST
3008,1,ST
3006,6,CS
3006,5,CS
3006,4,CS
3006,3,ST
3006,2,ST
3006,1,ST
3000,2,ST
3000,1,ST
2965,1404,ST
2965,1403,
2965,1402,ST
2964,801S,ST
2964,801N,ST
2964,8003,ST
2964,8002,ST
2963,3314,ST
2963,3313,ST
2963,3302,ST
2963,3301B,CA
2963,3301A,CA
2963,1B,CT
2963,1A,CT
2956,3,ST
2956,2,ST
2956,1,ST
2953,4,ST
2953,3,ST
2953,2,ST
2953,1,ST
2952,6,ST
2952,5,ST
2952,4,ST
2952,3,
2951,8,ST
2951,7,ST
2951,6,ST
2943,4,
2943,3,
2943,2,
2943,1,
2942,6,
2942,5,
2937,6,
2937,5,
2937,4,
2936,5,ST
2936,4,ST
2936,3,ST
2935,13,ST
2935,12,ST
2935,11,ST
2935,10,ST
2917,HRB,ST
2917,9,ST
2917,8,ST
2917,7,ST
2917,1,ST
2914,4,ST
2908,6,
2908,5,
2908,4,
2908,3,
2878,4,
2878,3,
2878,2,
2878,1,ST
2876,5,ST
2876,4,ST
2876,3,ST
2876,2,ST
2876,1,ST
2872,5,
2872,4,
2872,3,
2872,2,
2872,1,
2866,7,ST
2866,6,ST
2866,5,ST
2866,4,ST
2866,3,ST
2866,2,ST
2866,1,ST
2864,8,
2864,7,
2864,6,
2864,5,
2861,2,
2861,1,
2850,4,ST
2850,3,ST
2850,2,ST
2850,1,ST
2848,H-6,
2848,H-5,
2848,H-4,
2848,H-3,
2848,H-2,
2848,H-1,
2843,9,
2840,6,ST
2840,5,ST
2840,4,ST
2840,3,
2840,2,
2840,1,
2838,18,
2837,5,
2837,4,
2837,3,
2837,2,
2837,1,
2836,12,ST
2836,10,ST
2835,8,
2835,7,
2835,11,
2835,10,
2832,8,ST
2832,7,ST
2832,6,
2832,5-2,
2832,5-1,
2830,6,
2830,5,
2830,4,
2830,3,
2830,2,
2830,1,
2828,3,ST
2828,2,ST
2828,1,ST
2824,10,ST
2824,1,ST
2823,B2,ST
2823,B1,ST
2817,2,ST
2817,1,ST
2790,B2,ST
2790,B1,ST
2732,9,
2732,8,
2732,7,
2732,10,
2727,4,ST
2727,3,ST
2727,2,ST
